station,hour,departures,arrivals,net_flow
Old Morse Park at Putnam Ave,23,1.0,0.0,-1.0
One Beacon St,1,1.0,0.0,-1.0
One Beacon St,13,2.0,0.0,-2.0
One Beacon St,14,2.0,0.0,-2.0
One Beacon St,16,2.0,0.0,-2.0
One Beacon St,17,1.0,0.0,-1.0
One Beacon St,18,2.0,0.0,-2.0
One Beacon St,22,1.0,0.0,-1.0
One Brigham Circle,7,1.0,2.0,1.0
One Brigham Circle,9,1.0,1.0,0.0
One Brigham Circle,11,2.0,2.0,0.0
One Brigham Circle,12,4.0,1.0,-3.0
One Brigham Circle,13,16.0,0.0,-16.0
One Brigham Circle,14,1.0,4.0,3.0
One Brigham Circle,15,1.0,4.0,3.0
One Brigham Circle,16,2.0,1.0,-1.0
One Brigham Circle,17,3.0,0.0,-3.0
One Brigham Circle,19,1.0,1.0,0.0
One Brigham Circle,20,2.0,1.0,-1.0
One Brigham Circle,21,1.0,4.0,3.0
One Broadway / Kendall Sq at Main St / 3rd St,1,1.0,0.0,-1.0
One Broadway / Kendall Sq at Main St / 3rd St,12,1.0,0.0,-1.0
One Broadway / Kendall Sq at Main St / 3rd St,13,3.0,2.0,-1.0
One Broadway / Kendall Sq at Main St / 3rd St,15,3.0,0.0,-3.0
One Broadway / Kendall Sq at Main St / 3rd St,16,4.0,4.0,0.0
One Broadway / Kendall Sq at Main St / 3rd St,17,2.0,1.0,-1.0
One Broadway / Kendall Sq at Main St / 3rd St,18,2.0,2.0,0.0
One Broadway / Kendall Sq at Main St / 3rd St,19,2.0,2.0,0.0
One Broadway / Kendall Sq at Main St / 3rd St,20,1.0,0.0,-1.0
One Broadway / Kendall Sq at Main St / 3rd St,21,2.0,2.0,0.0
One Broadway / Kendall Sq at Main St / 3rd St,23,2.0,0.0,-2.0
One Kendall Square at Hampshire St / Portland St,0,3.0,0.0,-3.0
One Kendall Square at Hampshire St / Portland St,3,2.0,3.0,1.0
One Kendall Square at Hampshire St / Portland St,8,2.0,1.0,-1.0
One Kendall Square at Hampshire St / Portland St,12,2.0,4.0,2.0
One Kendall Square at Hampshire St / Portland St,13,1.0,2.0,1.0
One Kendall Square at Hampshire St / Portland St,15,11.0,4.0,-7.0
One Kendall Square at Hampshire St / Portland St,16,10.0,0.0,-10.0
One Kendall Square at Hampshire St / Portland St,17,9.0,3.0,-6.0
One Kendall Square at Hampshire St / Portland St,18,8.0,2.0,-6.0
One Kendall Square at Hampshire St / Portland St,19,2.0,3.0,1.0
One Kendall Square at Hampshire St / Portland St,22,2.0,1.0,-1.0
One Kendall Square at Hampshire St / Portland St,23,1.0,0.0,-1.0
One Memorial Drive,1,1.0,1.0,0.0
One Memorial Drive,2,6.0,3.0,-3.0
One Memorial Drive,4,1.0,0.0,-1.0
One Memorial Drive,9,1.0,0.0,-1.0
One Memorial Drive,13,1.0,1.0,0.0
One Memorial Drive,14,5.0,0.0,-5.0
One Memorial Drive,15,3.0,1.0,-2.0
One Memorial Drive,16,1.0,0.0,-1.0
One Memorial Drive,17,1.0,2.0,1.0
One Memorial Drive,18,1.0,1.0,0.0
One Memorial Drive,20,2.0,2.0,0.0
One Memorial Drive,21,2.0,5.0,3.0
One Memorial Drive,22,2.0,3.0,1.0
Packard Ave at Powderhouse Blvd,0,1.0,0.0,-1.0
Packard Ave at Powderhouse Blvd,6,1.0,0.0,-1.0
Packard Ave at Powderhouse Blvd,8,2.0,0.0,-2.0
Packard Ave at Powderhouse Blvd,9,1.0,1.0,0.0
Packard Ave at Powderhouse Blvd,10,2.0,1.0,-1.0
Packard Ave at Powderhouse Blvd,11,1.0,0.0,-1.0
Packard Ave at Powderhouse Blvd,12,2.0,0.0,-2.0
Packard Ave at Powderhouse Blvd,15,1.0,0.0,-1.0
Packard Ave at Powderhouse Blvd,16,1.0,1.0,0.0
Packard Ave at Powderhouse Blvd,18,1.0,0.0,-1.0
Packard's Corner - Commonwealth Ave at Brighton Ave,0,3.0,3.0,0.0
Packard's Corner - Commonwealth Ave at Brighton Ave,1,8.0,1.0,-7.0
Packard's Corner - Commonwealth Ave at Brighton Ave,2,3.0,0.0,-3.0
Packard's Corner - Commonwealth Ave at Brighton Ave,3,1.0,1.0,0.0
Packard's Corner - Commonwealth Ave at Brighton Ave,4,2.0,0.0,-2.0
Packard's Corner - Commonwealth Ave at Brighton Ave,7,3.0,10.0,7.0
Packard's Corner - Commonwealth Ave at Brighton Ave,8,3.0,5.0,2.0
Packard's Corner - Commonwealth Ave at Brighton Ave,9,13.0,3.0,-10.0
Packard's Corner - Commonwealth Ave at Brighton Ave,10,7.0,12.0,5.0
Packard's Corner - Commonwealth Ave at Brighton Ave,11,9.0,3.0,-6.0
Packard's Corner - Commonwealth Ave at Brighton Ave,12,16.0,13.0,-3.0
Packard's Corner - Commonwealth Ave at Brighton Ave,13,12.0,11.0,-1.0
Packard's Corner - Commonwealth Ave at Brighton Ave,14,21.0,10.0,-11.0
Packard's Corner - Commonwealth Ave at Brighton Ave,15,28.0,22.0,-6.0
Packard's Corner - Commonwealth Ave at Brighton Ave,16,21.0,16.0,-5.0
Packard's Corner - Commonwealth Ave at Brighton Ave,17,25.0,14.0,-11.0
Packard's Corner - Commonwealth Ave at Brighton Ave,18,20.0,22.0,2.0
Packard's Corner - Commonwealth Ave at Brighton Ave,19,23.0,14.0,-9.0
Packard's Corner - Commonwealth Ave at Brighton Ave,20,17.0,27.0,10.0
Packard's Corner - Commonwealth Ave at Brighton Ave,21,12.0,13.0,1.0
Packard's Corner - Commonwealth Ave at Brighton Ave,22,12.0,16.0,4.0
Packard's Corner - Commonwealth Ave at Brighton Ave,23,13.0,8.0,-5.0
Park Dr at Buswell St,0,2.0,1.0,-1.0
Park Dr at Buswell St,1,2.0,0.0,-2.0
Park Dr at Buswell St,2,2.0,0.0,-2.0
Park Dr at Buswell St,3,2.0,0.0,-2.0
Park Dr at Buswell St,6,1.0,0.0,-1.0
Park Dr at Buswell St,9,1.0,0.0,-1.0
Park Dr at Buswell St,11,1.0,2.0,1.0
Park Dr at Buswell St,12,1.0,1.0,0.0
Park Dr at Buswell St,13,2.0,4.0,2.0
Park Dr at Buswell St,14,4.0,1.0,-3.0
Park Dr at Buswell St,15,4.0,4.0,0.0
Park Dr at Buswell St,16,4.0,1.0,-3.0
Park Dr at Buswell St,17,5.0,5.0,0.0
Park Dr at Buswell St,18,6.0,6.0,0.0
Park Dr at Buswell St,19,2.0,0.0,-2.0
Park Dr at Buswell St,20,2.0,2.0,0.0
Park Dr at Buswell St,21,3.0,4.0,1.0
Park Dr at Buswell St,22,4.0,2.0,-2.0
Park Dr at Buswell St,23,4.0,0.0,-4.0
Park Plaza at Charles St S.,1,1.0,0.0,-1.0
Park Plaza at Charles St S.,16,1.0,6.0,5.0
Park Plaza at Charles St S.,17,1.0,0.0,-1.0
Park Plaza at Charles St S.,18,1.0,0.0,-1.0
Park Plaza at Charles St S.,19,1.0,0.0,-1.0
Park Street T Stop - Tremont St at Park St,19,3.0,0.0,-3.0
Parker St at Huntington Ave,7,1.0,0.0,-1.0
Parker St at Huntington Ave,8,5.0,0.0,-5.0
Parker St at Huntington Ave,9,1.0,3.0,2.0
Parker St at Huntington Ave,11,1.0,3.0,2.0
Parker St at Huntington Ave,13,1.0,0.0,-1.0
Parker St at Huntington Ave,15,1.0,1.0,0.0
Parker St at Huntington Ave,16,3.0,5.0,2.0
Perry Park,4,10.0,0.0,-10.0
Perry Park,7,2.0,0.0,-2.0
Perry Park,8,2.0,0.0,-2.0
Perry Park,9,2.0,1.0,-1.0
Perry Park,11,2.0,2.0,0.0
Perry Park,12,1.0,0.0,-1.0
Perry Park,13,1.0,1.0,0.0
Perry Park,17,2.0,3.0,1.0
Perry Park,18,2.0,2.0,0.0
Perry Park,19,2.0,1.0,-1.0
Perry Park,21,1.0,2.0,1.0
Pier 4 Blvd at Autumn Ln,11,1.0,0.0,-1.0
Pier 4 Blvd at Autumn Ln,23,1.0,0.0,-1.0
Porter Square Station,0,1.0,0.0,-1.0
Porter Square Station,2,1.0,1.0,0.0
Porter Square Station,6,3.0,7.0,4.0
Porter Square Station,7,5.0,4.0,-1.0
Porter Square Station,8,1.0,2.0,1.0
Porter Square Station,9,2.0,2.0,0.0
Porter Square Station,10,1.0,5.0,4.0
Porter Square Station,11,4.0,19.0,15.0
Porter Square Station,12,4.0,14.0,10.0
Porter Square Station,13,8.0,6.0,-2.0
Porter Square Station,14,5.0,1.0,-4.0
Porter Square Station,15,6.0,2.0,-4.0
Porter Square Station,16,7.0,6.0,-1.0
Porter Square Station,17,5.0,11.0,6.0
Porter Square Station,18,6.0,6.0,0.0
Porter Square Station,19,2.0,11.0,9.0
Porter Square Station,20,3.0,8.0,5.0
Porter Square Station,21,2.0,5.0,3.0
Porter Square Station,22,2.0,7.0,5.0
Porter Square Station,23,3.0,0.0,-3.0
Porzio Park,9,1.0,0.0,-1.0
Post Office Square,0,1.0,0.0,-1.0
Powder House Circle - Nathan Tufts Park,7,2.0,0.0,-2.0
Powder House Circle - Nathan Tufts Park,8,3.0,0.0,-3.0
Powder House Circle - Nathan Tufts Park,10,1.0,0.0,-1.0
Powder House Circle - Nathan Tufts Park,12,4.0,2.0,-2.0
Powder House Circle - Nathan Tufts Park,13,4.0,1.0,-3.0
Powder House Circle - Nathan Tufts Park,15,1.0,0.0,-1.0
Powder House Circle - Nathan Tufts Park,16,1.0,2.0,1.0
Powder House Circle - Nathan Tufts Park,17,2.0,0.0,-2.0
Powder House Circle - Nathan Tufts Park,18,4.0,4.0,0.0
Powder House Circle - Nathan Tufts Park,20,2.0,0.0,-2.0
Prudential Center - 101 Huntington Ave,6,1.0,0.0,-1.0
Prudential Center - 101 Huntington Ave,8,22.0,0.0,-22.0
Prudential Center - 101 Huntington Ave,9,1.0,0.0,-1.0
Prudential Center - 101 Huntington Ave,10,1.0,0.0,-1.0
Prudential Center - 101 Huntington Ave,12,1.0,2.0,1.0
Prudential Center - 101 Huntington Ave,15,2.0,0.0,-2.0
Prudential Center - 101 Huntington Ave,16,1.0,4.0,3.0
Prudential Center - 101 Huntington Ave,17,8.0,1.0,-7.0
Prudential Center - 101 Huntington Ave,18,1.0,2.0,1.0
Prudential Center - 101 Huntington Ave,19,1.0,1.0,0.0
Prudential Center - 101 Huntington Ave,21,2.0,0.0,-2.0
Purchase St at Pearl St,1,2.0,0.0,-2.0
Purchase St at Pearl St,11,1.0,1.0,0.0
Purchase St at Pearl St,14,1.0,0.0,-1.0
Purchase St at Pearl St,17,2.0,0.0,-2.0
Railroad Lot and Minuteman Bikeway,6,1.0,0.0,-1.0
Railroad Lot and Minuteman Bikeway,7,1.0,1.0,0.0
Railroad Lot and Minuteman Bikeway,8,4.0,1.0,-3.0
Railroad Lot and Minuteman Bikeway,9,5.0,3.0,-2.0
Railroad Lot and Minuteman Bikeway,13,6.0,2.0,-4.0
Railroad Lot and Minuteman Bikeway,14,1.0,2.0,1.0
Railroad Lot and Minuteman Bikeway,15,6.0,2.0,-4.0
Railroad Lot and Minuteman Bikeway,16,4.0,1.0,-3.0
Railroad Lot and Minuteman Bikeway,17,3.0,4.0,1.0
Railroad Lot and Minuteman Bikeway,18,3.0,3.0,0.0
Railroad Lot and Minuteman Bikeway,19,2.0,1.0,-1.0
Railroad Lot and Minuteman Bikeway,21,2.0,1.0,-1.0
Raymond Park at Walden St,7,2.0,0.0,-2.0
Raymond Park at Walden St,8,13.0,0.0,-13.0
Raymond Park at Walden St,9,9.0,1.0,-8.0
Raymond Park at Walden St,10,1.0,1.0,0.0
Raymond Park at Walden St,11,3.0,1.0,-2.0
Raymond Park at Walden St,12,3.0,2.0,-1.0
Raymond Park at Walden St,13,1.0,4.0,3.0
Raymond Park at Walden St,14,1.0,9.0,8.0
Raymond Park at Walden St,15,2.0,7.0,5.0
Raymond Park at Walden St,16,2.0,10.0,8.0
Raymond Park at Walden St,17,3.0,14.0,11.0
Raymond Park at Walden St,18,2.0,1.0,-1.0
Raymond Park at Walden St,19,2.0,5.0,3.0
Raymond Park at Walden St,23,1.0,2.0,1.0
Revere Beach - Markey Footbridge,12,1.0,0.0,-1.0
Revere City Hall,9,1.0,0.0,-1.0
Revere City Hall,10,2.0,0.0,-2.0
Rindge Avenue - O'Neill Library,1,1.0,0.0,-1.0
Rindge Avenue - O'Neill Library,2,1.0,0.0,-1.0
Rindge Avenue - O'Neill Library,7,1.0,0.0,-1.0
Rindge Avenue - O'Neill Library,8,4.0,0.0,-4.0
Rindge Avenue - O'Neill Library,9,4.0,2.0,-2.0
Rindge Avenue - O'Neill Library,10,2.0,0.0,-2.0
Rindge Avenue - O'Neill Library,11,2.0,1.0,-1.0
Rindge Avenue - O'Neill Library,12,8.0,1.0,-7.0
Rindge Avenue - O'Neill Library,13,3.0,5.0,2.0
Rindge Avenue - O'Neill Library,14,7.0,5.0,-2.0
Rindge Avenue - O'Neill Library,15,3.0,4.0,1.0
Rindge Avenue - O'Neill Library,16,6.0,7.0,1.0
Rindge Avenue - O'Neill Library,17,4.0,9.0,5.0
Rindge Avenue - O'Neill Library,18,6.0,5.0,-1.0
Rindge Avenue - O'Neill Library,19,6.0,2.0,-4.0
Rindge Avenue - O'Neill Library,20,3.0,1.0,-2.0
Rindge Avenue - O'Neill Library,21,2.0,4.0,2.0
Ring Rd,19,1.0,0.0,-1.0
Ring Rd,20,1.0,0.0,-1.0
Ringer Park - Webley St at Armington St,13,1.0,0.0,-1.0
Ringer Park - Webley St at Armington St,17,1.0,0.0,-1.0
Riverway at Brookline Ave,8,2.0,52.0,50.0
Riverway at Brookline Ave,9,3.0,1.0,-2.0
Riverway at Brookline Ave,10,2.0,2.0,0.0
Riverway at Brookline Ave,11,1.0,0.0,-1.0
Riverway at Brookline Ave,12,2.0,3.0,1.0
Riverway at Brookline Ave,13,2.0,1.0,-1.0
Riverway at Brookline Ave,14,3.0,2.0,-1.0
Riverway at Brookline Ave,15,7.0,1.0,-6.0
Riverway at Brookline Ave,16,13.0,0.0,-13.0
Riverway at Brookline Ave,17,13.0,8.0,-5.0
Riverway at Brookline Ave,18,1.0,0.0,-1.0
Riverway at Brookline Ave,19,1.0,0.0,-1.0
Rogers St & Land Blvd,9,1.0,2.0,1.0
Rogers St & Land Blvd,14,1.0,0.0,-1.0
Rogers St & Land Blvd,16,1.0,1.0,0.0
Rogers St & Land Blvd,18,1.0,1.0,0.0
Rogers St & Land Blvd,19,2.0,1.0,-1.0
Rogers St & Land Blvd,20,5.0,1.0,-4.0
Rogers St & Land Blvd,22,1.0,0.0,-1.0
Roslindale Village - South St,11,1.0,0.0,-1.0
Roslindale Village - Washington St,10,1.0,0.0,-1.0
Rowes Wharf at Atlantic Ave,10,2.0,0.0,-2.0
Rowes Wharf at Atlantic Ave,16,2.0,0.0,-2.0
Rowes Wharf at Atlantic Ave,17,1.0,0.0,-1.0
Rowes Wharf at Atlantic Ave,18,2.0,4.0,2.0
Rowes Wharf at Atlantic Ave,19,3.0,0.0,-3.0
Rowes Wharf at Atlantic Ave,21,1.0,0.0,-1.0
Roxbury Crossing T Stop - Columbus Ave at Tremont St,10,1.0,0.0,-1.0
Roxbury Crossing T Stop - Columbus Ave at Tremont St,11,2.0,0.0,-2.0
Roxbury Crossing T Stop - Columbus Ave at Tremont St,15,1.0,0.0,-1.0
Roxbury Crossing T Stop - Columbus Ave at Tremont St,18,1.0,0.0,-1.0
Roxbury YMCA - Warren St at MLK Blvd,3,1.0,0.0,-1.0
Roxbury YMCA - Warren St at MLK Blvd,17,1.0,0.0,-1.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,9,1.0,0.0,-1.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,12,1.0,3.0,2.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,13,1.0,0.0,-1.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,15,1.0,1.0,0.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,17,5.0,1.0,-4.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,18,2.0,0.0,-2.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,19,1.0,0.0,-1.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,20,1.0,2.0,1.0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,21,1.0,0.0,-1.0
S Huntington Ave at Heath St,13,1.0,0.0,-1.0
S Huntington Ave at Heath St,21,1.0,0.0,-1.0
Savin Hill T Stop - S Sydney St at Bay St,20,1.0,0.0,-1.0
Seaport Blvd at Sleeper St,8,2.0,0.0,-2.0
Seaport Blvd at Sleeper St,9,1.0,0.0,-1.0
Seaport Blvd at Sleeper St,15,2.0,0.0,-2.0
Seaport Hotel - Congress St at Seaport Ln,1,1.0,0.0,-1.0
Seaport Hotel - Congress St at Seaport Ln,8,1.0,0.0,-1.0
Seaport Square - Seaport Blvd at Northern Ave,13,3.0,0.0,-3.0
Seaport Square - Seaport Blvd at Northern Ave,17,1.0,0.0,-1.0
Seaport Square - Seaport Blvd at Northern Ave,20,4.0,0.0,-4.0
Sennott Park Broadway at Norfolk Street,0,1.0,0.0,-1.0
Sennott Park Broadway at Norfolk Street,1,1.0,0.0,-1.0
Sennott Park Broadway at Norfolk Street,6,7.0,0.0,-7.0
Sennott Park Broadway at Norfolk Street,8,1.0,0.0,-1.0
Sennott Park Broadway at Norfolk Street,10,1.0,3.0,2.0
Sennott Park Broadway at Norfolk Street,11,1.0,1.0,0.0
Sennott Park Broadway at Norfolk Street,12,2.0,2.0,0.0
Sennott Park Broadway at Norfolk Street,13,11.0,0.0,-11.0
Sennott Park Broadway at Norfolk Street,14,3.0,2.0,-1.0
Sennott Park Broadway at Norfolk Street,15,4.0,3.0,-1.0
Sennott Park Broadway at Norfolk Street,16,4.0,3.0,-1.0
Sennott Park Broadway at Norfolk Street,17,4.0,6.0,2.0
Sennott Park Broadway at Norfolk Street,18,2.0,2.0,0.0
Sennott Park Broadway at Norfolk Street,21,1.0,0.0,-1.0
Sennott Park Broadway at Norfolk Street,23,2.0,0.0,-2.0
Shawmut Ave at E Berkeley St,10,1.0,0.0,-1.0
Shawmut Ave at Lenox St,7,2.0,0.0,-2.0
Shawmut Ave at Lenox St,18,1.0,0.0,-1.0
Shawmut Ave at Oak St W,15,1.0,1.0,0.0
Shawmut Ave at Oak St W,16,1.0,2.0,1.0
Sidney Research Campus/Erie Street at Waverly,0,15.0,1.0,-14.0
Sidney Research Campus/Erie Street at Waverly,1,3.0,0.0,-3.0
Sidney Research Campus/Erie Street at Waverly,8,1.0,13.0,12.0
Sidney Research Campus/Erie Street at Waverly,9,2.0,4.0,2.0
Sidney Research Campus/Erie Street at Waverly,10,2.0,3.0,1.0
Sidney Research Campus/Erie Street at Waverly,11,8.0,52.0,44.0
Sidney Research Campus/Erie Street at Waverly,12,1.0,103.0,102.0
Sidney Research Campus/Erie Street at Waverly,13,4.0,11.0,7.0
Sidney Research Campus/Erie Street at Waverly,14,3.0,13.0,10.0
Sidney Research Campus/Erie Street at Waverly,15,17.0,6.0,-11.0
Sidney Research Campus/Erie Street at Waverly,16,11.0,8.0,-3.0
Sidney Research Campus/Erie Street at Waverly,17,4.0,7.0,3.0
Sidney Research Campus/Erie Street at Waverly,18,7.0,9.0,2.0
Sidney Research Campus/Erie Street at Waverly,19,4.0,13.0,9.0
Sidney Research Campus/Erie Street at Waverly,20,5.0,6.0,1.0
Sidney Research Campus/Erie Street at Waverly,21,31.0,3.0,-28.0
Sidney Research Campus/Erie Street at Waverly,22,56.0,2.0,-54.0
Sidney Research Campus/Erie Street at Waverly,23,34.0,1.0,-33.0
Silber Way,0,8.0,1.0,-7.0
Silber Way,1,5.0,0.0,-5.0
Silber Way,3,1.0,0.0,-1.0
Silber Way,6,1.0,0.0,-1.0
Silber Way,7,2.0,11.0,9.0
Silber Way,8,2.0,14.0,12.0
Silber Way,9,6.0,3.0,-3.0
Silber Way,11,6.0,6.0,0.0
Silber Way,12,4.0,7.0,3.0
Silber Way,13,4.0,7.0,3.0
Silber Way,14,11.0,7.0,-4.0
Silber Way,15,11.0,7.0,-4.0
Silber Way,16,43.0,22.0,-21.0
Silber Way,17,25.0,33.0,8.0
Silber Way,18,30.0,39.0,9.0
Silber Way,19,8.0,6.0,-2.0
Silber Way,20,3.0,5.0,2.0
Silber Way,21,2.0,18.0,16.0
Silber Way,22,4.0,1.0,-3.0
Silber Way,23,5.0,3.0,-2.0
Smith Pl at Wilson Rd,5,1.0,0.0,-1.0
Smith Pl at Wilson Rd,8,12.0,100.0,88.0
Smith Pl at Wilson Rd,9,4.0,10.0,6.0
Smith Pl at Wilson Rd,10,3.0,3.0,0.0
Smith Pl at Wilson Rd,11,2.0,6.0,4.0
Smith Pl at Wilson Rd,12,4.0,7.0,3.0
Smith Pl at Wilson Rd,13,1.0,4.0,3.0
Smith Pl at Wilson Rd,14,5.0,3.0,-2.0
Smith Pl at Wilson Rd,15,12.0,3.0,-9.0
Smith Pl at Wilson Rd,16,37.0,3.0,-34.0
Smith Pl at Wilson Rd,17,66.0,10.0,-56.0
Smith Pl at Wilson Rd,18,18.0,1.0,-17.0
Smith Pl at Wilson Rd,19,7.0,2.0,-5.0
Smith Pl at Wilson Rd,20,4.0,5.0,1.0
Smith Pl at Wilson Rd,21,4.0,6.0,2.0
Smith Pl at Wilson Rd,22,2.0,0.0,-2.0
Smith Pl at Wilson Rd,23,2.0,0.0,-2.0
Soldiers Field Park - 111 Western Ave,0,4.0,3.0,-1.0
Soldiers Field Park - 111 Western Ave,1,1.0,0.0,-1.0
Soldiers Field Park - 111 Western Ave,3,2.0,1.0,-1.0
Soldiers Field Park - 111 Western Ave,5,1.0,0.0,-1.0
Soldiers Field Park - 111 Western Ave,6,6.0,3.0,-3.0
Soldiers Field Park - 111 Western Ave,7,11.0,5.0,-6.0
Soldiers Field Park - 111 Western Ave,8,5.0,1.0,-4.0
Soldiers Field Park - 111 Western Ave,9,15.0,9.0,-6.0
Soldiers Field Park - 111 Western Ave,10,17.0,12.0,-5.0
Soldiers Field Park - 111 Western Ave,11,15.0,7.0,-8.0
Soldiers Field Park - 111 Western Ave,12,28.0,19.0,-9.0
Soldiers Field Park - 111 Western Ave,13,17.0,17.0,0.0
Soldiers Field Park - 111 Western Ave,14,30.0,23.0,-7.0
Soldiers Field Park - 111 Western Ave,15,30.0,21.0,-9.0
Soldiers Field Park - 111 Western Ave,16,42.0,30.0,-12.0
Soldiers Field Park - 111 Western Ave,17,44.0,29.0,-15.0
Soldiers Field Park - 111 Western Ave,18,34.0,34.0,0.0
Soldiers Field Park - 111 Western Ave,19,21.0,33.0,12.0
Soldiers Field Park - 111 Western Ave,20,23.0,24.0,1.0
Soldiers Field Park - 111 Western Ave,21,16.0,24.0,8.0
Soldiers Field Park - 111 Western Ave,22,19.0,13.0,-6.0
Soldiers Field Park - 111 Western Ave,23,12.0,14.0,2.0
Somerville City Hall,8,2.0,0.0,-2.0
Somerville City Hall,9,1.0,0.0,-1.0
Somerville City Hall,10,2.0,0.0,-2.0
Somerville City Hall,12,1.0,0.0,-1.0
Somerville City Hall,14,1.0,0.0,-1.0
Somerville City Hall,18,2.0,0.0,-2.0
Somerville City Hall,21,2.0,0.0,-2.0
Somerville City Hall,22,1.0,0.0,-1.0
Somerville City Hall Annex,8,6.0,0.0,-6.0
Somerville City Hall Annex,9,6.0,0.0,-6.0
Somerville City Hall Annex,13,1.0,0.0,-1.0
Somerville City Hall Annex,14,1.0,0.0,-1.0
Somerville City Hall Annex,15,1.0,1.0,0.0
Somerville City Hall Annex,16,2.0,0.0,-2.0
Somerville City Hall Annex,17,1.0,0.0,-1.0
Somerville City Hall Annex,19,1.0,0.0,-1.0
Somerville High School & Central Library,8,1.0,0.0,-1.0
Somerville High School & Central Library,9,1.0,0.0,-1.0
Somerville High School & Central Library,14,1.0,0.0,-1.0
Somerville Hospital,10,3.0,0.0,-3.0
Somerville Hospital,11,2.0,0.0,-2.0
Somerville Hospital,15,2.0,0.0,-2.0
Somerville Hospital,16,1.0,0.0,-1.0
Somerville Hospital,19,1.0,0.0,-1.0
Somerville Hospital,20,1.0,1.0,0.0
South End Library - Tremont St at W Newton St,6,1.0,0.0,-1.0
South End Library - Tremont St at W Newton St,7,2.0,0.0,-2.0
South End Library - Tremont St at W Newton St,9,1.0,0.0,-1.0
South End Library - Tremont St at W Newton St,13,1.0,1.0,0.0
South End Library - Tremont St at W Newton St,16,1.0,1.0,0.0
South End Library - Tremont St at W Newton St,17,1.0,0.0,-1.0
South Station - 700 Atlantic Ave,6,2.0,0.0,-2.0
South Station - 700 Atlantic Ave,7,4.0,1.0,-3.0
South Station - 700 Atlantic Ave,8,1.0,3.0,2.0
South Station - 700 Atlantic Ave,13,1.0,1.0,0.0
South Station - 700 Atlantic Ave,15,2.0,3.0,1.0
Spaulding Rehabilitation Hospital - Charlestown Navy Yard,16,1.0,0.0,-1.0
Spaulding Rehabilitation Hospital - Charlestown Navy Yard,18,1.0,0.0,-1.0
Spring St at Powell St,13,1.0,0.0,-1.0
Spring St at Powell St,15,1.0,0.0,-1.0
St Mary's,0,3.0,0.0,-3.0
St Mary's,1,2.0,0.0,-2.0
St Mary's,8,1.0,3.0,2.0
St Mary's,9,2.0,0.0,-2.0
St Mary's,11,2.0,0.0,-2.0
St Mary's,12,7.0,2.0,-5.0
St Mary's,13,1.0,0.0,-1.0
St Mary's,14,2.0,2.0,0.0
St Mary's,15,3.0,4.0,1.0
St Mary's,16,9.0,3.0,-6.0
St Mary's,17,1.0,3.0,2.0
St Mary's,18,2.0,5.0,3.0
St Mary's,19,3.0,3.0,0.0
St Mary's,20,1.0,6.0,5.0
St Mary's,21,2.0,4.0,2.0
St Mary's,22,3.0,3.0,0.0
St Mary's,23,1.0,4.0,3.0
St. Alphonsus St at Tremont St,11,1.0,1.0,0.0
St. Alphonsus St at Tremont St,12,1.0,0.0,-1.0
St. Alphonsus St at Tremont St,15,1.0,0.0,-1.0
St. Alphonsus St at Tremont St,16,4.0,2.0,-2.0
St. Alphonsus St at Tremont St,17,2.0,4.0,2.0
Stadium Rd at Western Ave,13,1.0,1.0,0.0
Stadium Rd at Western Ave,17,1.0,0.0,-1.0
Stadium Rd at Western Ave,19,2.0,0.0,-2.0
Staniford St at Merrimac St,1,1.0,0.0,-1.0
Staniford St at Merrimac St,10,1.0,0.0,-1.0
Staniford St at Merrimac St,11,1.0,0.0,-1.0
Stony Brook T Stop,14,1.0,1.0,0.0
Stony Brook T Stop,16,1.0,3.0,2.0
Stony Brook T Stop,19,1.0,0.0,-1.0
Stuart St at Berkeley St,7,4.0,0.0,-4.0
Stuart St at Berkeley St,8,3.0,0.0,-3.0
Stuart St at Berkeley St,9,2.0,0.0,-2.0
Stuart St at Berkeley St,10,1.0,0.0,-1.0
Stuart St at Berkeley St,12,1.0,0.0,-1.0
Stuart St at Berkeley St,16,3.0,2.0,-1.0
Stuart St at Berkeley St,17,1.0,0.0,-1.0
Stuart St at Berkeley St,18,2.0,0.0,-2.0
Stuart St at Berkeley St,19,1.0,0.0,-1.0
Stuart St at Berkeley St,23,1.0,0.0,-1.0
Stuart St at Charles St,6,1.0,0.0,-1.0
Stuart St at Charles St,7,1.0,0.0,-1.0
Stuart St at Charles St,8,1.0,0.0,-1.0
Stuart St at Charles St,17,2.0,0.0,-2.0
Stuart St at Charles St,18,3.0,0.0,-3.0
Stuart St at Charles St,19,1.0,0.0,-1.0
Stuart St at Charles St,20,3.0,1.0,-2.0
Stuart St at Church St,16,1.0,0.0,-1.0
Sullivan Square,10,2.0,0.0,-2.0
Sullivan Square,11,1.0,0.0,-1.0
Sullivan Square,17,4.0,0.0,-4.0
Sullivan Square,18,4.0,1.0,-3.0
