station,hour,departures,arrivals,net_flow
Linear Park - Mass. Ave. at Cameron Ave. ,13,7.0,8.0,1.0
Linear Park - Mass. Ave. at Cameron Ave. ,14,6.0,6.0,0.0
Linear Park - Mass. Ave. at Cameron Ave. ,15,4.0,6.0,2.0
Linear Park - Mass. Ave. at Cameron Ave. ,16,14.0,12.0,-2.0
Linear Park - Mass. Ave. at Cameron Ave. ,17,2.0,4.0,2.0
Linear Park - Mass. Ave. at Cameron Ave. ,18,5.0,11.0,6.0
Linear Park - Mass. Ave. at Cameron Ave. ,19,8.0,9.0,1.0
Linear Park - Mass. Ave. at Cameron Ave. ,20,1.0,15.0,14.0
Linear Park - Mass. Ave. at Cameron Ave. ,23,2.0,4.0,2.0
Linwood St at Minuteman Bikeway,8,4.0,0.0,-4.0
Linwood St at Minuteman Bikeway,9,7.0,0.0,-7.0
Linwood St at Minuteman Bikeway,10,3.0,3.0,0.0
Linwood St at Minuteman Bikeway,11,1.0,1.0,0.0
Linwood St at Minuteman Bikeway,12,3.0,0.0,-3.0
Linwood St at Minuteman Bikeway,13,2.0,0.0,-2.0
Linwood St at Minuteman Bikeway,14,3.0,0.0,-3.0
Linwood St at Minuteman Bikeway,15,3.0,3.0,0.0
Linwood St at Minuteman Bikeway,16,3.0,6.0,3.0
Linwood St at Minuteman Bikeway,17,11.0,5.0,-6.0
Linwood St at Minuteman Bikeway,18,4.0,4.0,0.0
Linwood St at Minuteman Bikeway,19,1.0,2.0,1.0
Linwood St at Minuteman Bikeway,20,1.0,2.0,1.0
Logan Park,17,1.0,0.0,-1.0
Longwood Ave at Binney St,0,1.0,0.0,-1.0
Longwood Ave at Binney St,8,2.0,36.0,34.0
Longwood Ave at Binney St,9,3.0,14.0,11.0
Longwood Ave at Binney St,10,6.0,26.0,20.0
Longwood Ave at Binney St,11,11.0,14.0,3.0
Longwood Ave at Binney St,12,6.0,6.0,0.0
Longwood Ave at Binney St,13,2.0,5.0,3.0
Longwood Ave at Binney St,14,5.0,4.0,-1.0
Longwood Ave at Binney St,15,18.0,4.0,-14.0
Longwood Ave at Binney St,16,25.0,3.0,-22.0
Longwood Ave at Binney St,17,28.0,2.0,-26.0
Longwood Ave at Binney St,18,7.0,3.0,-4.0
Longwood Ave at Binney St,19,4.0,3.0,-1.0
Longwood Ave at Binney St,20,4.0,2.0,-2.0
Longwood Ave at Binney St,21,18.0,2.0,-16.0
Longwood Ave at Binney St,22,8.0,2.0,-6.0
Longwood Ave at Binney St,23,2.0,4.0,2.0
Lower Cambridgeport at Magazine St / Riverside Rd,0,1.0,3.0,2.0
Lower Cambridgeport at Magazine St / Riverside Rd,5,1.0,0.0,-1.0
Lower Cambridgeport at Magazine St / Riverside Rd,8,3.0,3.0,0.0
Lower Cambridgeport at Magazine St / Riverside Rd,9,9.0,6.0,-3.0
Lower Cambridgeport at Magazine St / Riverside Rd,10,8.0,6.0,-2.0
Lower Cambridgeport at Magazine St / Riverside Rd,11,4.0,15.0,11.0
Lower Cambridgeport at Magazine St / Riverside Rd,12,9.0,9.0,0.0
Lower Cambridgeport at Magazine St / Riverside Rd,13,16.0,10.0,-6.0
Lower Cambridgeport at Magazine St / Riverside Rd,14,9.0,12.0,3.0
Lower Cambridgeport at Magazine St / Riverside Rd,15,21.0,15.0,-6.0
Lower Cambridgeport at Magazine St / Riverside Rd,16,13.0,21.0,8.0
Lower Cambridgeport at Magazine St / Riverside Rd,17,14.0,27.0,13.0
Lower Cambridgeport at Magazine St / Riverside Rd,18,17.0,11.0,-6.0
Lower Cambridgeport at Magazine St / Riverside Rd,19,6.0,16.0,10.0
Lower Cambridgeport at Magazine St / Riverside Rd,20,8.0,13.0,5.0
Lower Cambridgeport at Magazine St / Riverside Rd,21,6.0,14.0,8.0
Lower Cambridgeport at Magazine St / Riverside Rd,22,8.0,5.0,-3.0
Lower Cambridgeport at Magazine St / Riverside Rd,23,2.0,8.0,6.0
MIT Carleton St at Amherst St,0,1.0,0.0,-1.0
MIT Carleton St at Amherst St,7,2.0,0.0,-2.0
MIT Carleton St at Amherst St,11,2.0,0.0,-2.0
MIT Carleton St at Amherst St,12,2.0,3.0,1.0
MIT Carleton St at Amherst St,13,1.0,4.0,3.0
MIT Carleton St at Amherst St,15,7.0,0.0,-7.0
MIT Carleton St at Amherst St,16,1.0,1.0,0.0
MIT Carleton St at Amherst St,18,3.0,1.0,-2.0
MIT Carleton St at Amherst St,19,4.0,3.0,-1.0
MIT Carleton St at Amherst St,23,1.0,0.0,-1.0
MIT Hayward St at Amherst St,0,1.0,0.0,-1.0
MIT Hayward St at Amherst St,9,1.0,1.0,0.0
MIT Hayward St at Amherst St,14,2.0,0.0,-2.0
MIT Hayward St at Amherst St,15,5.0,1.0,-4.0
MIT Hayward St at Amherst St,16,6.0,2.0,-4.0
MIT Hayward St at Amherst St,17,3.0,0.0,-3.0
MIT Hayward St at Amherst St,20,1.0,1.0,0.0
MIT Hayward St at Amherst St,21,1.0,0.0,-1.0
MIT Hayward St at Amherst St,22,1.0,1.0,0.0
MIT Hayward St at Amherst St,23,3.0,0.0,-3.0
MIT Pacific St at Purrington St,0,1.0,0.0,-1.0
MIT Pacific St at Purrington St,2,1.0,0.0,-1.0
MIT Pacific St at Purrington St,5,1.0,0.0,-1.0
MIT Pacific St at Purrington St,6,1.0,0.0,-1.0
MIT Pacific St at Purrington St,8,3.0,4.0,1.0
MIT Pacific St at Purrington St,9,1.0,3.0,2.0
MIT Pacific St at Purrington St,11,2.0,5.0,3.0
MIT Pacific St at Purrington St,12,2.0,3.0,1.0
MIT Pacific St at Purrington St,13,2.0,11.0,9.0
MIT Pacific St at Purrington St,14,1.0,2.0,1.0
MIT Pacific St at Purrington St,15,4.0,5.0,1.0
MIT Pacific St at Purrington St,16,4.0,6.0,2.0
MIT Pacific St at Purrington St,17,11.0,3.0,-8.0
MIT Pacific St at Purrington St,18,6.0,4.0,-2.0
MIT Pacific St at Purrington St,19,9.0,6.0,-3.0
MIT Pacific St at Purrington St,20,2.0,2.0,0.0
MIT Pacific St at Purrington St,21,16.0,4.0,-12.0
MIT Pacific St at Purrington St,22,33.0,0.0,-33.0
MIT Pacific St at Purrington St,23,16.0,0.0,-16.0
MIT Stata Center at Vassar St / Main St,13,2.0,1.0,-1.0
MIT Stata Center at Vassar St / Main St,14,7.0,1.0,-6.0
MIT Stata Center at Vassar St / Main St,15,3.0,1.0,-2.0
MIT Stata Center at Vassar St / Main St,17,2.0,3.0,1.0
MIT Stata Center at Vassar St / Main St,18,3.0,0.0,-3.0
MIT Stata Center at Vassar St / Main St,19,1.0,0.0,-1.0
MIT Stata Center at Vassar St / Main St,20,4.0,0.0,-4.0
MIT Stata Center at Vassar St / Main St,21,2.0,0.0,-2.0
MIT Vassar St,0,5.0,0.0,-5.0
MIT Vassar St,1,1.0,0.0,-1.0
MIT Vassar St,2,1.0,0.0,-1.0
MIT Vassar St,3,1.0,0.0,-1.0
MIT Vassar St,6,1.0,1.0,0.0
MIT Vassar St,7,2.0,0.0,-2.0
MIT Vassar St,8,2.0,2.0,0.0
MIT Vassar St,9,2.0,2.0,0.0
MIT Vassar St,10,3.0,2.0,-1.0
MIT Vassar St,11,4.0,1.0,-3.0
MIT Vassar St,12,7.0,4.0,-3.0
MIT Vassar St,14,3.0,9.0,6.0
MIT Vassar St,15,6.0,12.0,6.0
MIT Vassar St,16,5.0,3.0,-2.0
MIT Vassar St,17,6.0,9.0,3.0
MIT Vassar St,18,4.0,5.0,1.0
MIT Vassar St,19,2.0,4.0,2.0
MIT Vassar St,20,1.0,3.0,2.0
MIT Vassar St,21,9.0,3.0,-6.0
MIT Vassar St,22,13.0,7.0,-6.0
MIT Vassar St,23,5.0,2.0,-3.0
MIT at Mass Ave / Amherst St,0,2.0,3.0,1.0
MIT at Mass Ave / Amherst St,1,1.0,4.0,3.0
MIT at Mass Ave / Amherst St,4,2.0,0.0,-2.0
MIT at Mass Ave / Amherst St,5,2.0,2.0,0.0
MIT at Mass Ave / Amherst St,7,11.0,6.0,-5.0
MIT at Mass Ave / Amherst St,9,1.0,11.0,10.0
MIT at Mass Ave / Amherst St,10,1.0,5.0,4.0
MIT at Mass Ave / Amherst St,11,6.0,9.0,3.0
MIT at Mass Ave / Amherst St,12,4.0,7.0,3.0
MIT at Mass Ave / Amherst St,13,1.0,5.0,4.0
MIT at Mass Ave / Amherst St,14,14.0,7.0,-7.0
MIT at Mass Ave / Amherst St,15,8.0,4.0,-4.0
MIT at Mass Ave / Amherst St,16,8.0,16.0,8.0
MIT at Mass Ave / Amherst St,17,10.0,6.0,-4.0
MIT at Mass Ave / Amherst St,18,9.0,12.0,3.0
MIT at Mass Ave / Amherst St,19,14.0,9.0,-5.0
MIT at Mass Ave / Amherst St,20,5.0,13.0,8.0
MIT at Mass Ave / Amherst St,21,6.0,5.0,-1.0
MIT at Mass Ave / Amherst St,22,12.0,1.0,-11.0
MIT at Mass Ave / Amherst St,23,1.0,2.0,1.0
Magoun Square at Trum Field,4,1.0,0.0,-1.0
Magoun Square at Trum Field,7,1.0,0.0,-1.0
Magoun Square at Trum Field,8,5.0,0.0,-5.0
Magoun Square at Trum Field,9,5.0,0.0,-5.0
Magoun Square at Trum Field,10,1.0,0.0,-1.0
Magoun Square at Trum Field,12,1.0,0.0,-1.0
Magoun Square at Trum Field,16,1.0,0.0,-1.0
Magoun Square at Trum Field,20,1.0,0.0,-1.0
Main St at Austin St,6,4.0,0.0,-4.0
Main St at Austin St,8,1.0,2.0,1.0
Main St at Baldwin St,14,1.0,1.0,0.0
Main St at Brooks Park,8,1.0,0.0,-1.0
Main St at Thompson Sq,6,5.0,0.0,-5.0
Main St at Thompson Sq,16,1.0,0.0,-1.0
Main Street/Albany Street/Technology Square,6,1.0,0.0,-1.0
Main Street/Albany Street/Technology Square,8,3.0,1.0,-2.0
Main Street/Albany Street/Technology Square,10,1.0,0.0,-1.0
Main Street/Albany Street/Technology Square,11,3.0,1.0,-2.0
Main Street/Albany Street/Technology Square,12,3.0,2.0,-1.0
Main Street/Albany Street/Technology Square,13,3.0,5.0,2.0
Main Street/Albany Street/Technology Square,14,4.0,12.0,8.0
Main Street/Albany Street/Technology Square,15,1.0,16.0,15.0
Main Street/Albany Street/Technology Square,16,5.0,0.0,-5.0
Main Street/Albany Street/Technology Square,18,2.0,1.0,-1.0
Main Street/Albany Street/Technology Square,19,1.0,3.0,2.0
Main Street/Albany Street/Technology Square,20,2.0,0.0,-2.0
Main Street/Albany Street/Technology Square,21,2.0,0.0,-2.0
Marion St at Harvard St,5,1.0,0.0,-1.0
Marion St at Harvard St,8,4.0,0.0,-4.0
Marion St at Harvard St,9,2.0,3.0,1.0
Marion St at Harvard St,10,1.0,2.0,1.0
Marion St at Harvard St,11,3.0,3.0,0.0
Marion St at Harvard St,12,5.0,3.0,-2.0
Marion St at Harvard St,13,4.0,5.0,1.0
Marion St at Harvard St,14,3.0,5.0,2.0
Marion St at Harvard St,15,6.0,7.0,1.0
Marion St at Harvard St,16,4.0,3.0,-1.0
Marion St at Harvard St,17,8.0,9.0,1.0
Marion St at Harvard St,18,7.0,3.0,-4.0
Marion St at Harvard St,19,6.0,5.0,-1.0
Marion St at Harvard St,20,2.0,0.0,-2.0
Marion St at Harvard St,21,3.0,3.0,0.0
Marion St at Harvard St,22,2.0,1.0,-1.0
Marion St at Harvard St,23,6.0,1.0,-5.0
Market St at Mapleton St,11,2.0,2.0,0.0
Market St at Mapleton St,12,1.0,0.0,-1.0
Market St at Mapleton St,13,1.0,1.0,0.0
Market St at Mapleton St,15,3.0,0.0,-3.0
Market St at Mapleton St,17,2.0,3.0,1.0
Market St at Mapleton St,19,1.0,0.0,-1.0
Martha Eliot Health Center,7,1.0,0.0,-1.0
Mass Ave T Station,7,2.0,0.0,-2.0
Mass Ave T Station,8,2.0,1.0,-1.0
Mass Ave T Station,10,1.0,0.0,-1.0
Mass Ave T Station,13,2.0,0.0,-2.0
Mass Ave T Station,15,4.0,1.0,-3.0
Mass Ave T Station,18,1.0,2.0,1.0
Mass Ave T Station,21,1.0,1.0,0.0
Mass Ave at Albany St,1,4.0,0.0,-4.0
Mass Ave at Albany St,3,1.0,0.0,-1.0
Mass Ave at Albany St,5,2.0,0.0,-2.0
Mass Ave at Albany St,6,2.0,0.0,-2.0
Mass Ave at Albany St,8,8.0,5.0,-3.0
Mass Ave at Albany St,9,4.0,0.0,-4.0
Mass Ave at Albany St,10,4.0,2.0,-2.0
Mass Ave at Albany St,11,2.0,9.0,7.0
Mass Ave at Albany St,12,9.0,5.0,-4.0
Mass Ave at Albany St,13,3.0,3.0,0.0
Mass Ave at Albany St,14,4.0,4.0,0.0
Mass Ave at Albany St,15,2.0,2.0,0.0
Mass Ave at Albany St,16,6.0,2.0,-4.0
Mass Ave at Albany St,17,8.0,10.0,2.0
Mass Ave at Albany St,18,7.0,9.0,2.0
Mass Ave at Albany St,19,5.0,5.0,0.0
Mass Ave at Albany St,20,7.0,2.0,-5.0
Mass Ave at Albany St,21,1.0,0.0,-1.0
Mass Ave at Albany St,22,3.0,1.0,-2.0
Mass Ave at Albany St,23,1.0,1.0,0.0
Mass Ave at Alewife Greenway,11,1.0,0.0,-1.0
Mass Ave at Alewife Greenway,13,1.0,1.0,0.0
Mass Ave at Alewife Greenway,19,2.0,0.0,-2.0
Mass Ave at Broadway,0,2.0,0.0,-2.0
Mass Ave at Broadway,5,1.0,0.0,-1.0
Mass Ave at Broadway,11,1.0,0.0,-1.0
Mass Ave at Broadway,13,1.0,0.0,-1.0
Mass Ave at Broadway,15,1.0,0.0,-1.0
Mass Ave at Broadway,17,1.0,1.0,0.0
Mass Ave at Grafton St,9,2.0,0.0,-2.0
Mass Ave at Grafton St,13,1.0,4.0,3.0
Mass Ave at Grafton St,19,1.0,1.0,0.0
Mass Ave at Grafton St,23,1.0,0.0,-1.0
Mass Ave at Hadley/Walden,4,2.0,0.0,-2.0
Mass Ave at Hadley/Walden,7,2.0,0.0,-2.0
Mass Ave at Hadley/Walden,8,2.0,1.0,-1.0
Mass Ave at Hadley/Walden,9,2.0,1.0,-1.0
Mass Ave at Hadley/Walden,10,1.0,4.0,3.0
Mass Ave at Hadley/Walden,11,1.0,1.0,0.0
Mass Ave at Hadley/Walden,12,3.0,0.0,-3.0
Mass Ave at Hadley/Walden,13,4.0,1.0,-3.0
Mass Ave at Hadley/Walden,14,3.0,2.0,-1.0
Mass Ave at Hadley/Walden,15,1.0,5.0,4.0
Mass Ave at Hadley/Walden,16,4.0,4.0,0.0
Mass Ave at Hadley/Walden,17,3.0,4.0,1.0
Mass Ave at Hadley/Walden,18,7.0,4.0,-3.0
Mass Ave at Hadley/Walden,19,3.0,2.0,-1.0
Mass Ave at Hadley/Walden,21,2.0,2.0,0.0
Mass Ave/Lafayette Square,2,1.0,0.0,-1.0
Mass Ave/Lafayette Square,6,3.0,0.0,-3.0
Mass Ave/Lafayette Square,7,2.0,0.0,-2.0
Mass Ave/Lafayette Square,8,5.0,0.0,-5.0
Mass Ave/Lafayette Square,10,2.0,1.0,-1.0
Mass Ave/Lafayette Square,11,3.0,1.0,-2.0
Mass Ave/Lafayette Square,12,5.0,0.0,-5.0
Mass Ave/Lafayette Square,13,4.0,4.0,0.0
Mass Ave/Lafayette Square,14,3.0,1.0,-2.0
Mass Ave/Lafayette Square,15,7.0,5.0,-2.0
Mass Ave/Lafayette Square,16,5.0,1.0,-4.0
Mass Ave/Lafayette Square,17,5.0,2.0,-3.0
Mass Ave/Lafayette Square,18,5.0,4.0,-1.0
Mass Ave/Lafayette Square,19,5.0,2.0,-3.0
Mass Ave/Lafayette Square,20,2.0,3.0,1.0
Mass Ave/Lafayette Square,21,1.0,0.0,-1.0
Mass Ave/Lafayette Square,22,2.0,2.0,0.0
Massachusetts Ave at Boylston St.,8,23.0,3.0,-20.0
Massachusetts Ave at Boylston St.,10,1.0,1.0,0.0
Massachusetts Ave at Boylston St.,12,1.0,4.0,3.0
Massachusetts Ave at Boylston St.,13,3.0,2.0,-1.0
Massachusetts Ave at Boylston St.,14,1.0,0.0,-1.0
Massachusetts Ave at Boylston St.,15,3.0,6.0,3.0
Massachusetts Ave at Boylston St.,16,6.0,16.0,10.0
Massachusetts Ave at Boylston St.,17,3.0,2.0,-1.0
Massachusetts Ave at Boylston St.,18,2.0,5.0,3.0
Massachusetts Ave at Boylston St.,19,3.0,1.0,-2.0
Massachusetts Ave at Boylston St.,22,1.0,0.0,-1.0
Massachusetts Ave at Boylston St.,23,1.0,0.0,-1.0
Massachusetts Ave at Columbus Ave,7,1.0,0.0,-1.0
Massachusetts Ave at Columbus Ave,10,2.0,1.0,-1.0
Massachusetts Ave at Columbus Ave,11,1.0,1.0,0.0
Massachusetts Ave at Columbus Ave,12,4.0,0.0,-4.0
Massachusetts Ave at Columbus Ave,13,2.0,1.0,-1.0
Massachusetts Ave at Columbus Ave,15,2.0,2.0,0.0
Massachusetts Ave at Columbus Ave,16,2.0,1.0,-1.0
Massachusetts Ave at Columbus Ave,17,1.0,3.0,2.0
Massachusetts Ave at Columbus Ave,19,2.0,3.0,1.0
Massachusetts Ave at Columbus Ave,22,2.0,2.0,0.0
Meaney Playground - Pleasant St at E Cottage St,12,1.0,0.0,-1.0
Medford Sq - Riverside Ave at River St,8,2.0,0.0,-2.0
Medford Sq - Riverside Ave at River St,10,1.0,0.0,-1.0
Medford Sq - Riverside Ave at River St,18,1.0,0.0,-1.0
Medford St at Charlestown BCYF,7,1.0,0.0,-1.0
Medford St at Charlestown BCYF,17,1.0,0.0,-1.0
Medford St at Charlestown BCYF,18,1.0,0.0,-1.0
Melnea Cass Blvd at Hampden St,16,1.0,0.0,-1.0
Mill St. at Minuteman Bikeway,10,2.0,0.0,-2.0
Mill St. at Minuteman Bikeway,13,2.0,0.0,-2.0
Mill St. at Minuteman Bikeway,14,1.0,0.0,-1.0
Mill St. at Minuteman Bikeway,15,1.0,0.0,-1.0
Mill St. at Minuteman Bikeway,16,1.0,0.0,-1.0
Mill St. at Minuteman Bikeway,18,1.0,0.0,-1.0
Moore Youth Center,7,2.0,1.0,-1.0
Moore Youth Center,8,1.0,1.0,0.0
Moore Youth Center,9,2.0,0.0,-2.0
Moore Youth Center,10,2.0,0.0,-2.0
Moore Youth Center,12,1.0,1.0,0.0
Moore Youth Center,13,2.0,1.0,-1.0
Moore Youth Center,14,2.0,0.0,-2.0
Moore Youth Center,15,4.0,1.0,-3.0
Moore Youth Center,16,4.0,2.0,-2.0
Moore Youth Center,17,2.0,3.0,1.0
Moore Youth Center,18,3.0,7.0,4.0
Moore Youth Center,19,2.0,1.0,-1.0
Moore Youth Center,21,1.0,0.0,-1.0
Morgan Ave at North First St,6,1.0,0.0,-1.0
Morgan Ave at North First St,10,1.0,0.0,-1.0
Morgan Ave at North First St,12,1.0,0.0,-1.0
Morgan Ave at North First St,13,1.0,0.0,-1.0
Morgan Ave at North First St,14,2.0,0.0,-2.0
Morgan Ave at North First St,16,1.0,0.0,-1.0
Morgan Ave at North First St,19,3.0,0.0,-3.0
Mt Auburn,0,1.0,2.0,1.0
Mt Auburn,1,3.0,4.0,1.0
Mt Auburn,2,3.0,0.0,-3.0
Mt Auburn,3,4.0,0.0,-4.0
Mt Auburn,7,6.0,1.0,-5.0
Mt Auburn,8,52.0,1.0,-51.0
Mt Auburn,9,14.0,1.0,-13.0
Mt Auburn,10,11.0,7.0,-4.0
Mt Auburn,11,15.0,5.0,-10.0
Mt Auburn,12,13.0,11.0,-2.0
Mt Auburn,13,12.0,11.0,-1.0
Mt Auburn,14,21.0,14.0,-7.0
Mt Auburn,15,18.0,19.0,1.0
Mt Auburn,16,14.0,23.0,9.0
Mt Auburn,17,20.0,45.0,25.0
Mt Auburn,18,11.0,27.0,16.0
Mt Auburn,19,11.0,22.0,11.0
Mt Auburn,20,6.0,16.0,10.0
Mt Auburn,21,6.0,9.0,3.0
Mt Auburn,22,6.0,6.0,0.0
Mt Auburn,23,5.0,5.0,0.0
Mt. Hope St at Hyde Park Ave,18,1.0,0.0,-1.0
Mugar Way at Beacon St,5,1.0,0.0,-1.0
Mugar Way at Beacon St,6,2.0,1.0,-1.0
Mugar Way at Beacon St,8,1.0,6.0,5.0
Mugar Way at Beacon St,9,1.0,11.0,10.0
Mugar Way at Beacon St,10,1.0,8.0,7.0
Mugar Way at Beacon St,12,8.0,14.0,6.0
Mugar Way at Beacon St,13,7.0,6.0,-1.0
Mugar Way at Beacon St,14,10.0,8.0,-2.0
Mugar Way at Beacon St,15,14.0,8.0,-6.0
Mugar Way at Beacon St,16,18.0,12.0,-6.0
Mugar Way at Beacon St,17,9.0,8.0,-1.0
Mugar Way at Beacon St,18,9.0,6.0,-3.0
Mugar Way at Beacon St,19,8.0,3.0,-5.0
Mugar Way at Beacon St,20,6.0,7.0,1.0
Mugar Way at Beacon St,21,5.0,0.0,-5.0
Mugar Way at Beacon St,22,3.0,7.0,4.0
Mugar Way at Beacon St,23,7.0,0.0,-7.0
Murphy Skating Rink - 1880 Day Blvd,0,1.0,0.0,-1.0
Murphy Skating Rink - 1880 Day Blvd,8,1.0,0.0,-1.0
Museum of Science,8,1.0,0.0,-1.0
Museum of Science,12,2.0,1.0,-1.0
Museum of Science,15,1.0,0.0,-1.0
Museum of Science,16,2.0,0.0,-2.0
Museum of Science,20,2.0,0.0,-2.0
Museum of Science,21,4.0,1.0,-3.0
N. Beacon St at N. Beacon Ct,7,3.0,0.0,-3.0
N. Beacon St at N. Beacon Ct,8,2.0,1.0,-1.0
N. Beacon St at N. Beacon Ct,9,1.0,3.0,2.0
N. Beacon St at N. Beacon Ct,17,1.0,0.0,-1.0
N. Beacon St at N. Beacon Ct,19,1.0,0.0,-1.0
N. Harvard St at Harvard Way,12,3.0,0.0,-3.0
N. Harvard St at Harvard Way,13,3.0,1.0,-2.0
N. Harvard St at Harvard Way,17,1.0,2.0,1.0
N. Harvard St at Harvard Way,18,1.0,1.0,0.0
N. Harvard St at Harvard Way,21,1.0,0.0,-1.0
N. Harvard St at Harvard Way,22,2.0,0.0,-2.0
NCAAA - Walnut Ave at Crawford St,9,1.0,0.0,-1.0
Nashua Street at Red Auerbach Way,0,1.0,0.0,-1.0
Nashua Street at Red Auerbach Way,2,1.0,1.0,0.0
Nashua Street at Red Auerbach Way,15,3.0,1.0,-2.0
Nashua Street at Red Auerbach Way,16,5.0,1.0,-4.0
Nashua Street at Red Auerbach Way,18,1.0,2.0,1.0
Nashua Street at Red Auerbach Way,20,1.0,2.0,1.0
Nashua Street at Red Auerbach Way,22,2.0,2.0,0.0
Nashua Street at Red Auerbach Way [Extension],16,1.0,0.0,-1.0
Nashua Street at Red Auerbach Way [Extension],17,1.0,0.0,-1.0
New Balance - 20 Guest St,0,7.0,17.0,10.0
New Balance - 20 Guest St,1,10.0,12.0,2.0
New Balance - 20 Guest St,2,7.0,8.0,1.0
New Balance - 20 Guest St,3,6.0,6.0,0.0
New Balance - 20 Guest St,4,20.0,4.0,-16.0
New Balance - 20 Guest St,5,4.0,1.0,-3.0
New Balance - 20 Guest St,6,9.0,2.0,-7.0
New Balance - 20 Guest St,7,14.0,22.0,8.0
New Balance - 20 Guest St,8,31.0,47.0,16.0
New Balance - 20 Guest St,9,29.0,14.0,-15.0
New Balance - 20 Guest St,10,37.0,28.0,-9.0
New Balance - 20 Guest St,11,51.0,27.0,-24.0
New Balance - 20 Guest St,12,48.0,37.0,-11.0
New Balance - 20 Guest St,13,50.0,48.0,-2.0
New Balance - 20 Guest St,14,71.0,52.0,-19.0
New Balance - 20 Guest St,15,61.0,48.0,-13.0
New Balance - 20 Guest St,16,60.0,42.0,-18.0
New Balance - 20 Guest St,17,65.0,55.0,-10.0
New Balance - 20 Guest St,18,69.0,52.0,-17.0
New Balance - 20 Guest St,19,43.0,48.0,5.0
New Balance - 20 Guest St,20,29.0,30.0,1.0
New Balance - 20 Guest St,21,43.0,35.0,-8.0
New Balance - 20 Guest St,22,28.0,30.0,2.0
New Balance - 20 Guest St,23,26.0,14.0,-12.0
Newbury St at Hereford St,1,2.0,1.0,-1.0
Newbury St at Hereford St,2,2.0,1.0,-1.0
Newbury St at Hereford St,7,3.0,0.0,-3.0
Newbury St at Hereford St,8,1.0,3.0,2.0
Newbury St at Hereford St,10,3.0,3.0,0.0
Newbury St at Hereford St,11,2.0,7.0,5.0
Newbury St at Hereford St,12,4.0,5.0,1.0
Newbury St at Hereford St,13,6.0,8.0,2.0
Newbury St at Hereford St,14,4.0,6.0,2.0
Newbury St at Hereford St,15,2.0,3.0,1.0
Newbury St at Hereford St,16,8.0,2.0,-6.0
Newbury St at Hereford St,17,9.0,3.0,-6.0
Newbury St at Hereford St,18,4.0,7.0,3.0
Newbury St at Hereford St,19,7.0,3.0,-4.0
Newbury St at Hereford St,20,3.0,2.0,-1.0
Newbury St at Hereford St,21,4.0,2.0,-2.0
Newbury St at Hereford St,22,4.0,3.0,-1.0
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,11,1.0,1.0,0.0
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,14,1.0,0.0,-1.0
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,17,2.0,0.0,-2.0
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,21,2.0,0.0,-2.0
Newton Highlands T,9,1.0,1.0,0.0
Newton Highlands T,10,1.0,1.0,0.0
Newton Highlands T,14,1.0,1.0,0.0
Newton Highlands T,16,2.0,1.0,-1.0
Newton Highlands T,17,1.0,0.0,-1.0
Newton Highlands T,18,2.0,2.0,0.0
Newton Highlands T,20,1.0,2.0,1.0
Newton Library,8,2.0,0.0,-2.0
Newton Library,9,5.0,0.0,-5.0
Newton Library,12,2.0,0.0,-2.0
Nichols Ave. at Watertown Greenway,0,5.0,13.0,8.0
Nichols Ave. at Watertown Greenway,1,7.0,5.0,-2.0
Nichols Ave. at Watertown Greenway,2,1.0,3.0,2.0
Nichols Ave. at Watertown Greenway,3,2.0,8.0,6.0
Nichols Ave. at Watertown Greenway,4,9.0,5.0,-4.0
Nichols Ave. at Watertown Greenway,5,3.0,1.0,-2.0
Nichols Ave. at Watertown Greenway,6,14.0,6.0,-8.0
Nichols Ave. at Watertown Greenway,7,24.0,15.0,-9.0
Nichols Ave. at Watertown Greenway,8,16.0,20.0,4.0
Nichols Ave. at Watertown Greenway,9,30.0,17.0,-13.0
Nichols Ave. at Watertown Greenway,10,25.0,22.0,-3.0
Nichols Ave. at Watertown Greenway,11,33.0,28.0,-5.0
Nichols Ave. at Watertown Greenway,12,49.0,31.0,-18.0
Nichols Ave. at Watertown Greenway,13,36.0,43.0,7.0
Nichols Ave. at Watertown Greenway,14,44.0,47.0,3.0
Nichols Ave. at Watertown Greenway,15,89.0,28.0,-61.0
Nichols Ave. at Watertown Greenway,16,93.0,50.0,-43.0
Nichols Ave. at Watertown Greenway,17,50.0,59.0,9.0
Nichols Ave. at Watertown Greenway,18,51.0,54.0,3.0
Nichols Ave. at Watertown Greenway,19,37.0,43.0,6.0
Nichols Ave. at Watertown Greenway,20,26.0,42.0,16.0
Nichols Ave. at Watertown Greenway,21,28.0,47.0,19.0
Nichols Ave. at Watertown Greenway,22,26.0,61.0,35.0
Nichols Ave. at Watertown Greenway,23,27.0,51.0,24.0
Nonantum Library,0,1.0,2.0,1.0
Nonantum Library,2,3.0,2.0,-1.0
Nonantum Library,4,2.0,0.0,-2.0
Nonantum Library,5,4.0,1.0,-3.0
Nonantum Library,7,2.0,1.0,-1.0
Nonantum Library,8,10.0,6.0,-4.0
Nonantum Library,9,2.0,7.0,5.0
Nonantum Library,10,3.0,7.0,4.0
Nonantum Library,11,2.0,4.0,2.0
Nonantum Library,12,4.0,7.0,3.0
